02134322	Paleomammalia	Madrid, Spain	Seminario de Ciencias Naturales del I. B. Puig Adams
0213683X	Geogaceta	Madrid, Spain	Sociedad Geolo%Agica de Espan%Ea
02136937	Revista Espan%Eola de Paleontologi%Aa	Madrid, Spain	Sociedad Espan%Eola de Paleontologi%Aa
02142023	Memorias del Museo Paleontolo%Agico de la Universidad de Zaragoza. Arqueologi%Aa y Paleontologi%Aa. Serie Paleontolo%Agica Aragonesa: Monografi%As	.	Diputacio%An General de Arago%An
02325381	Altenburger Naturwissenschaftliche Forschungen	Altenburg, Germany	Mauritianum, Naturkundliches Museum
0233173X	Mauritiana	Altenburg, Germany	Naturkundliches Museum ``Mauritianum'' Altenburg
02336677	Itogi Nauki i Tekhniki. Antropologiya	Moscow, USSR	VINITI
02367130	Acta Zoologica Hungarica	Budapest, Hungary	Akade%Amiai Kiado%A
02397277	Bulletin of the Polish Academy of Sciences. Earth Sciences	Warsaw, Poland	Pan%Astwowe Wydawnictwo Naukowe
02430258	Me%Amoires et Travaux du Centre de Recherche Franc%Bais de Je%Arusalem	Paris, France	Association Pale%Aorient
02459825	Documents des Laboratoires de Ge%Aologie de la Faculte%A des Sciences de Lyon, Hors Se%Arie	Lyon, France	Universite%A Claude-Bernard, De%Apartement des Sciences de la Terre
02460874	Ge%Aologie de la France	Orle%Aans, France	E%Aditions BRGM
02461196	Me%Amoires du Muse%Aum National d'Histoire Naturelle, Se%Arie C, Sciences de la Terre	Paris, France	Muse%Aum National d'Histoire Naturelle
02496305	Comptes Rendus de l'Acade%Amie des Sciences. Se%Arie II: Me%Acanique-Physique, Chimie, Sciences de la Terre, Sciences de l'Univers	Paris, France	Gauthier-Villars
02496313	Comptes Rendus de l'Acade%Amie des Sciences. Se%Arie III: Sciences de la Vie	Paris, France	Gauthier-Villars
02497549	Me%Amoires de la Socie%Ate%A Ge%Aologique de France. Nouvelle Se%Arie	Paris	Socie%Ate%A Ge%Aologique de France
02497577	Re%Aunion Annuelle des Sciences de la Terre [Programme et Re%Asume%As]	Paris, France	Socie%Ate%A Ge%Aologique de France
02502933	Anuarul Institutului de Geologie s%Bi Geofizica%R = Annuaire de l'Institut de Ge%Aologie et de Ge%Aophysique	Bucharest, Romania	Institutul de Geologie s%Bi Geofizica%R
02506386	Arnoldia Zimbabwe	Bulawayo, Zimbabwe	National Museums and Monuments
02506521	Revista de la Facultad de Humanidades y Ciencias. Serie Ciencias de la Tierra (Montevideo)	Montevideo, Uruguay	Universidad de la Republica
02507870	Zhongguo Kexue [= Chung-kuo K'o-hsu%Feh, = Chinese Science] = Scientia Sinica (English Edition)	Beijing, China	Zhongguo Kexue Yuan Zhuban -- Academia Sinica
02517493	Mitteilungen der O%Fsterreichischen Geologischen Gesellschaft	Vienna, Austria	O%Fsterreichische Geologische Gesellschaft
02529289	Archives des Sciences et Compte Rendu des Se%Aances de la Socie%Ate%A	Geneva, Switzerland	Socie%Ate%A de Physique et d'Histoire Naturelle de Gene%Cve
02535823	Zhongguo Kexue [= Chung-kuo K'o-hsu%Feh, = Chinese Science] -- Scientia Sinica. Series B (Chemical, Biological, Agricultural, Medical & Earth Sciences). (Engl. Ed.)	Beijing, China	Acad. Sin.
02536072	Changchun Dizhi Xueyuan Xuebao (=Ch'ang-Ch'un Ti-chih Hsu%Feh-yu%Fan Hsu%Feh-pao). Journal of Changchun University of Earth Sciences	.	.
02536730	Revue de Pale%Aobiologie	Geneva, Switzerland	Muse%Aum d'Histoire Naturelle de Gene%Cve
02536846	Publication of the Centre of Advanced Study in Geology. New Series	Chandigarh, India	Panjab University, Centre of Advanced Study in Geology.
02540436	Special Publication -- Geological Survey of India	Calcutta, India	Geological Survey of India
0254055X	Cie%Dncias da Terra	Lisbon, Portugal	Universidade Nova de Lisboa, Faculdade de Cie%Dncias e Tecnologia
02550091	Annalen des Naturhistorischen Museums in Wien. Ser. A fu%Fr Mineralogie und Petrographie, Geologie und Pala%Fontologie, Anthropologie und Pra%Fhistorie	Vienna, Austria	Natur. Mus. Wien
02580446	Man and Environment	Pune, India	Indian Society for Prehistoric and Quaternary Studies
02605805	British Herpetological Society Bulletin	London, England	British Herpetological Society, Zoological Society of London
02609541	Archives of Natural History. Society for the History of Natural History	London, England	British Museum (Natural History)
02635933	Transactions of the Royal Society of Edinburgh: Earth Sciences	Edinburgh, Scotland	Royal Society of Edinburgh
0265072X	Oxford Surveys in Evolutionary Biology	Oxford, England	Oxford University Press
02680130	The Herpetological Journal	London, England	The British Herpetological Society
0268196X	Journal of Zoology. Series B	London, England	The Zoological Society of London
02703017	New Mexico Journal of Science	Las Vegas, NM, USA	New Mexico Academy of Science
02705451	Geological Newsletter	Portland, OR, USA	Geological Society of the Oregon Country
02712296	The Potomac Caver	Arlington, VA, USA	Potomac Speleological Club
02714213	Circular -- New York State Museum and Science Service	Albany, NY, USA	The University of the State of New York, The State Education Department
02720809	Evolutionary Monographs	Chicago, IL, USA	Leigh M. Van Valen
02724634	Journal of Vertebrate Paleontology	Lincoln, NE, USA	Society of Vertebrate Paleontology
02728869	Bibliography of Fossil Vertebrates	Lincoln, NE	Society of Vertebrate Paleontology
02734419	Whalewatcher. Journal of the American Cetacean Society	San Pedro, CA, USA	American Cetacean Society
02738457	Polar Geography and Geology	Silver Spring, MD, USA	V. H. Winston and Sons
02758555	Mississippi Geology	Jackson, MS, USA	State of Mississippi, Bureau of Geology, Department of Natural Resources
02771918	Journal of the Alaska Geological Society	Anchorage, AK, USA	Alaska Geological Society
02773791	Quaternary Science Reviews. The International Multidisciplinary Review Journal	Oxford, New York, etc.	Pergamon Press
02783703	Special Paper -- State of Oregon, Department of Geology and Mineral Industries	Portland, OR, USA	State of Oregon, Department of Geology and Mineral Industries
02871750	Original Report of the Okamura Fossil Laboratory	Nagoya, Japan	Okamura Fossil Laboratory
02909944	Terra Cognita. The Journal of the European Union of Geosciences	Paris, France	Imprimerie Scripta
02911655	Travaux de l'Institut Franc%Bais d'E%Atudes Andines (Lima)	Paris, France	E%Aditions A.D.P.F.
02918390	Bulletin Trimestriel de la Socie%Ate%A d'Histoire Naturelle et des Amis du Museum d'Autun	Autun, France	Socie%Ate%A d'Histoire Naturelle et les Amis du Museum d'Autun
02928477	Ge%Aochronique	Paris, France	Bureau de Recherches Ge%Aologiques et Minie%Cres -- Socie%Ate%A Ge%Aologique de France
02931176	Cahiers de Pale%Aoanthropologie	Paris, France	Centre National de la Recherche Scientifique
0293843X	Ge%Aobios. Me%Amoire Spe%Acial	Lyon, France	Universite%A de Lyon
02980248	Les Faunes Plio-Ple%Aistoce%Cnes de la Valle%Ae de l'Omo (Ethiopie). Cahiers de Pale%Aontologie. Travaux de Pale%Aontologie Est-Africaine	Paris, France	Centre National de la Recherche Scient.
03003256	Zoologica Scripta	Stockholm, Sweden	Royal Swedish Academy of Sciences and Norwegian Academy of Science and Letters
03008010	Actes du Congre%Cs National des Socie%Ate%As Savantes. Section des Sciences	Paris, France	Ministe%Cre de l'E%Aducation National. Comite%A des Travaux Historiques et Scientifiques (CTHS)
03009483	Boreas. An International Journal of Quaternary Geology	Oslo, Norway	Universitetsforlaget
03009491	Fossils and Strata	Oslo, Norway	Universitetsforlaget
03012697	Abhandlungen und Verhandlungen des Naturwissenschaftlichen Vereins in Hamburg	Hamburg, Germany	Verlag Paul Parey
03014223	New Zealand Journal of Zoology	Wellington, New Zealand	Department of Scientific and Industrial Research
03014231	Contributions to Primatology	Basel, Switzerland	S. Karger
03019187	Travaux de l'Institut de Spe%Aologie ``E%Amile Racovitza''	Bucharest, Romania	Academia Republicii Socialiste Romania
03022684	Sciences Ge%Aologiques, Me%Amoires	Strasbourg, France	Universite%A Louis Pasteur de Strasbourg. Institut de Ge%Aologie
03022692	Sciences Ge%Aologiques, Bulletin	Strasbourg, France	Universite%A Louis Pasteur de Strasbourg. Institut de Ge%Aologie
03022749	Bulletin of the Geological Institutions of the University of Uppsala. New Series. [Acta Universitatis Upsaliensis]	Uppsala, Sweden	University of Uppsala
03032515	Annals of the South African Museum = Annale van die Suid-Afrikaanse Museum	Cape Town, South Africa	South African Museum
03032647	BioSystems	Amsterdam, The Netherlands	North Holland Publishing Co.
03034534	Zeitschrift fu%Fr Geologische Wissenschaften	Berlin, Germany	Gesellschaft fu%Fr Geologische Wissenschaften -- Academie Verlag
03036758	Journal of the Royal Society of New Zealand	Wellington, New Zealand	The Royal Society of New Zealand
03039110	Bulletin de l'Institut Royal des Sciences Naturelles de Belgique. Sciences de la Terre	Brussels, Belgium	Institut Royal des Sciences Naturelles de Belgique
03040798	Annals of the Natal Museum = Annale van die Natalse Museum	Pietermaritzburg, Natal, South Africa	The Council of the Natal Museum
03041425	Bulletin de la Socie%Ate%A Royale Belge d'Anthropologie et de Pre%Ahistoire	Brussels, Belgium	Socie%Ate%A Royale Belge d'Anthropologie et de Pre%Ahistoire
03045285	Rapport Annuel du De%Apartement de Ge%Aologie et de Mine%Aralogie du Muse%Ae Royal de l'Afrique Centrale	Tervuren, Belgium	Koninklijk Museum voor Midden-Afrika. Mus. Roy. Afr. Centr.
0304579X	Bulletin de l'Institut Royal des Sciences Naturelles de Belgique. Biologie = Bulletin van het Konink. Belgisch Inst. Natuurwet. Biol.	Brussels, Belgium	Inst. R. Sci. Nat. Belg.
03050270	Journal of Biogeography	Oxford, England	Blackwell Scientific Publications
03050491	Comparative Biochemistry and Physiology. B. Comparative Biochemistry	Oxford, New York, Frankfurt	Pergamon Press
03051838	Mammal Review	Oxford, England	Blackwell Scientific Publications.
03054403	Journal of Archaeological Science	London, etc.	Academic Press.
03058719	Geological Society Special Publications	Oxford, England	Blackwell Scientific Publications.
03063127	Social Studies in Science	London, Beverly Hills, New Delhi	SAGE Publications
03075052	Royal Scottish Museum, Information Series: Geology	Edinburgh, Scotland	Royal Scottish Museum.
03080188	ISR -- Interdisciplinary Science Reviews	London, England	Heyden & Son, Ltd.
0308681X	GCG -- Newsletter of the Geological Curators Group	Keele, England	Geological Curators Group.
03087506	Tertiary Research Special Paper	Leiden, The Netherlands	E. J. Brill/Dr. W. Backhuys for the Tertiary Research Group, London, England
03089649	Tertiary Research.	Leiden, The Netherlands	E. J. Brill/Dr. W. Backhuys for the Tertiary Research Group, London, England
03092593	Systematics Association -- Special Volume	London, New York	The Systematics Association.
03100049	Australian Mammalogy	Kensington, Australia	Australian Mammal Society.
03115518	Alcheringa	Sydney, Australia	Association of Australasian Palaeontologists.
03123162	Records of the Western Australian Museum	Perth, Australia	Western Australian Museum
03124711	The Australian Geologist	Sydney, N.S.W., Australia	Geological Society of Australia
03129608	BMR Journal of Australian Geology and Geophysics	Canberra, Australia	Australia, Bureau of Mineral Resources, Geology and Geophysics. Australian Government Publishing Service.
0313122X	Records of the Western Australian Museum. Supplement	Perth, Australia	Western Australian Museum.
03150941	Geoscience Canada	Toronto, Canada	Geological Association of Canada
03151824	Canadian Geographical Journal	Ottawa, Canada	Royal Canadian Geographical Society
03202305	Trudy -- Sovmestnaya Rossiysko-Mongol'skaya Paleontologicheskaya Ekspeditsiya	Moscow, Russia	Izdatel'stvo ``Nauka''
03211339	Haykakan SSH Gitut'yunneri Akademia, Zekuyts'ner = Akademiya Nauk Armyanskoy SSR, Doklady.	Yerevan, USSR	Izdatel'stvo Akademii Nauk Armyanskoy SSR
03211665	Sak'arthvelos SSR Mets'nierebatha Akademiis Matsne. Biologis Seria = Izvestiya Akademii Nauk Gruzinskoy SSR, Seriya Biologicheskaya	Tbilisi, USSR	Izdatel'stvo ``Metsniereba''
0321186X	Vestnik Leningradskogo Universiteta. Seriya 3, Biologiya	Leningrad, USSR	Izdatel'stvo Leningradskogo Universiteta
03231119	Anthropologie (Brno). International Journal of the Science of Man	Brno, Czechoslovakia	Anthropos Institute, Moravian Museum.
03234444	Leopoldina. Reihe 3. Jahrbuch der Deutschen Akademie der Naturforscher Leopoldina	Halle (Saale), Germany	Deutschen Akademie der Naturforscher Leopoldina.
03238946	Schriftenreihe fu%Fr Geologische Wissenschaften. Gesellschaft fu%Fr Geologische Wissenschaften der DDR	Berlin, Germany	Akademie Verlag
03240479	Godishnik na Sofiyskiya Universitet ``Kliment Okhridski'' Geologo-Geografski Fakultet	Sofia, Bulgaria	Universitetsko Izdatelstvo ``Kliment Okhridski''.
03240770	Acta Zoologica Bulgarica	Sofia, Bulgaria	Institut po Zoologiya. Izdatelstvo na Bu%Rlgarskata Akademiya na Naukite.
03240894	Geologica Balcanica	Sofia, Bulgaria	Bulgarska Akademiya na Naukite
03246221	Karszt e%As Barlang	Budapest, Hungary	Magyar Karszt- e%As Barlangkutato%A Ta%Arsulat
03246574	Karszt- e%As Barlangkutata%As. A Magyar Karszt- e%As Barlangkutato%A Ta%Arsulat E%Avko%Fnyve	Budapest, Hungary	Magyar Karszt- e%As Barlangkutato%A Bizottsa%Ag.
03252620	Actas del Congreso Geolo%Agico Argentino	Buenos Aires, Argentina	Congreso Geolo%Agico Argentino.
03258327	Revista del Instituto de Ciencias Geolo%Agicas (San Salvador de Jujuy, Argentina)	San Salvador de Jujuy, Argentina	Repu%Ablica Argentina, Universidad Nacional de Jujuy, Instituto de Ciencias Geolo%Agicas
03261018	Revista del Instituto de Ciencias Geolo%Agicas (San Salvador de Jujuy, Argentina)	San Salvador de Jujuy, Argentina	Repu%Ablica Argentina, Universidad Nacional de Jujuy, Instituto de Ciencias Geolo%Agicas
03321851	Journal of Earth Sciences	Dublin, Ireland	Royal Dublin Society.
03355160	Bulletin de la Socie%Ate%A Ge%Aologique de Normandie et des Amis du Muse%Aum du Havre	Le Havre, France	Havre-Eclair
03356566	Mineraux et Fossiles, Le Guide du Collectionneur. Meung-sur-Loire, France	Mineraux et Fossiles.	\N
03358178	Me%Amoires et Travaux de l'Institut de Montpellier de l'E%Acole Pratique des Hautes E%Atudes\	Montpellier, France\	 E%Acole Pratique des Hautes E%Atudes.	\N	\N
03364917	Annales du Museum d'Histoire Naturelle de Nice	Nice	E%Aditions du Centre d'E%Atudes Me%Aditerrane%Aennes
03369994	Bulletin Trimestriel de la Socie%Ate%A Ge%Aologique de Normandie et des Amis du Muse%Aum du Havre	Le Havre, France	Muse%Aum du Havre
03403718	Abhandlungen Herausgegeben vom Naturwissenschaftlichen Verein zu Bremen	Bremen, Germany	Naturwissenschaftlichen Vereins zu Bremen
03403734	Berichte des Naturwissenschaftlichen Vereins fu%Fr Schwaben e. V. Aus der Schwa%Fbischen Heimat	Augsburg, Germany	Naturwissenschaflicher Verein fu%Fr Schwaben e.
03403750	Bericht -- Naturforschende Gesellschaft in Bamberg	Bamberg, Germany	Naturforschende Gesellschaft in Bamberg
03404404	Mainzer Geowissenschaftliche Mitteilungen	Mainz, Germany	Geologisches Landesamt Rheinland-Pfalz
03410145	Stuttgarter Beitra%Fge zur Naturkunde, Serie A: Biologie	Stuttgart, Germany	Staatliches Museum fu%Fr Naturkunde, Stuttgart
03410153	Stuttgarter Beitra%Fge zur Naturkunde, Serie B: Geologie und Pala%Fontologie	Stuttgart, Germany	Staatliches Museum fu%Fr Naturkunde, Stuttgart
03410161	Stuttgarter Beitra%Fge zur Naturkunde, Serie C: Allgemeinversta%Fndliche Aufsa%Ftze	Stuttgart, Germany	Staatliches Museum fu%Fr Naturkunde, Stuttgart
03414027	Geologisches Jahrbuch Hessen	Wiesbaden, Germany	Hessisches Landesamt fu%Fr Bodenforschung
03414043	Geologische Abhandlungen Hessen	Wiesbaden, Germany	Hessisches Landesamt fu%Fr Bodenforschung
03414116	CFS, Courier Forschungsinstitut Senckenberg	Frankfurt-am-Main, Germany	Senckenbergische Naturforschende Gesellschaft
03414167	Arbeiten aus dem Institut fu%Fr Geologie und Pala%Fontologie an der Universita%Ft Stuttgart. Neue Folge	Stuttgart, Germany	Universita%Ft Stuttgart, Institut fu%Fr Geologie und Pala%Fontologie
03416399	Geologisches Jahrbuch, Reihe A: Allgemeine und Regionale Geologie	Hanover, Germany	Bundesanstalt fu%Fr Geowissenschaften und Rohstoffe und den Geologischen Landesamten in der BRDeutschland
03416402	Geologisches Jahrbuch, Reihe B: Regionale Geologie Ausland	Hannover, Germany	Bundesanstalt fu%Fr Geowissenschaften und Rohstoffe und den Geologischen Landesa%Fmtern in der BRDeutschland
0341907X	Mineralien Magazin.	Stuttgart, Germany	Franckh'sche Verlagshandlung, W. Keller & Co., Kosmos Verlag.
03419665	Mitteilungen der Pollichia	Bad Du%Frkheim, Germany	Selbstverlag der Pollichia, Pollichia-Museum (Naturwissenschaftliches Museum der Pfalz)
03425452	Beitra%Fge zur Naturkunde in Osthessen	Fulda, Germany	Verein fu%Fr Naturkunde in Osthessen e. V.
03427595	Die Schwa%Fbische Heimat	Stuttgart, Germany	Schwa%Fbischer Heimatbund, Theiss Verlag
0343737X	Sammlung Geologischer Fu%Fhrer	Berlin-Stuttgart, Germany	Gebru%Fder Borntraeger
03437620	Philippia -- Abhandlungen und Berichte aus dem Naturkundemuseum im Ottoneum zu Kassel	Kassel, Germany	Philippi-Gesellschaft zur Fo%Frderung der Naturwissenschaften.
03484386	Striolae.	Uppsala, Sweden	Societas Upsaliensis pro Geologia Quaternaria.
03500608	Geolos%Jki Anali Balkanskoga Poluostrva = Annales Ge%Aologiques de la Pe%Aninsule Balkanique	Belgrade, Yugoslavia	Geolos%Jki Zavod Univerziteta u Beogradu
0350235X	Geolos%Jki Glasnik = Herald Geological = Bulletin Ge%Aologique	Sarajevo, Yugoslavia	``Geoinz%Jenjering''.
03505189	Larus. Godis%Jnjak Zavoda za Ornitologiju Istraz%Jivac%Jkog Centra Jugoslavenske Akademije Znanosti i Umjetnosti	Zagreb, Yugoslavia	Institute of Ornithology, Yugoslav Academy of Sciences & Arts
03513297	Rad Jugoslavenske Akademije Znanosti i Umjetnosti. Prirodne Znanosti	Zagreb, Yugoslavia	Jugoslavenska Akademija Znanosti i Umjetnosti
03521206	Geologica Macedonica	S%Jtip, Yugoslavia	Rudarsko Geolos%Jki Fakultet, Univerzitet ``Kiril i Metodij'' (Skopje, Yugoslavia).
03600270	Reports of Investigations, Illinois State Museum	Springfield, IL, USA	Illinois State Museum.
03601269	Earth Surface Processes. The Journal of the British Geomorphological Research Group	Leeds, England	John Wiley & Sons
03617149	Russian Geology and Geophysics (English translation of Geologiya i Geofizika, Akademiya Nauk SSSR, Sibirskoye Otdeleniye)	New York, NY, USA	Allerton Press
03619656	Bulletin -- Museum of Northern Arizona	Flagstaff, AZ, USA	Northern Arizona Society of Science and Art
03622525	Journal of Morphology	New York, NY, USA	Alan R. Liss, Inc.
03692027	Me%Amoires de la Socie%Ate%A Ge%Aologique de France. Nouvelle Se%Arie	Paris	Socie%Ate%A Ge%Aologique de France
03634132	Guidebook -- University of Texas at Austin, Bureau of Economic Geology	Austin, TX, USA	University of Texas, Bureau of Economic Geology
03644456	Report of Investigations -- Geological Survey of Wyoming	Laramie, WY	Geological Survey of Wyoming
03644510	Geological Survey Bulletin (United States)	Reston, VA, USA	U. S. Geological Survey.
0365026X	Atti della Accademia Nazionale dei Lincei, Memorie, Classe di Scienze Fisiche, Matematiche e Naturali, Sez. 2a: Fiz., Chim., Geol., Paleontol. Miner	Rome, Italy	Accad. Naz. Lincei
03650898	Atas da Sociedade de Biologia do Rio de Janeiro	Rio de Janeiro, Brazil	Sociedade de Biologia do Rio de Janeiro
03651185	Anales de la Academia Nacional de Ciencias Exactas, Fi%Asicas y Naturales.	Buenos Aires, Argentina	Academia Nacional de Ciencias Exactas, Fi%Asicas y Naturales
03651576	Atti del Museo Civico di Storia Naturale di Trieste	Trieste, Italy	.
0365317X	Atti dell'Istituto Geologico della Universita%C di Pavia	Pavia, Italy	Istituto Geologico della Universita%C di Pavia.
03653188	Anuarul Institutului Geologic	Bucharest, Romania	Institutul de Geologie
03653668	Australian Journal of Science	Sydney, Australia	Australian National Research Council
03654192	Annales du Muse%Ae Royal du Congo Belge, Se%Arie in 8o, Sciences Ge%Aologiques	Tervuren, Belgium	Muse%Ae Royal du Congo Belge
03655164	Archives Neerlandaises de Zoologie	Leiden, The Netherlands	Societe Neerlandaise de Zoologie
03656799	Annales, Socie%Ate%A Ge%Aologique du Nord	Lille, France	Socie%Ate%A Ge%Aologique du Nord
03657000	Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft	Frankfurt-am-Main, Germany	Verlag Waldemar Kramer
03657655	Atti della Societa%C Toscana di Scienze Naturali, Memorie, Serie A	Pisa, Italy	Societa%C Toscana di Scienze Naturali.
03659844	Bericht der Naturhistorischen Gesellschaft Hannover	Hannover, Germany	Naturhistorische Gesellschaft Hannover
0366015X	Bulletin du Service Ge%Aologique du Luxembourg	Luxembourg	Ministe%Cre des Travaux Publiques, Service Ge%Aologique
03660176	Boleti%An Geolo%Agico y Minero	Madrid, Spain	Instituto Geolo%Agico y Minero de Espan%Ea
03660909	Byulleten' Komissii po Izucheniyu Chetvertichnogo Perioda, Akademiya Nauk SSSR	Moscow, USSR	Izdatel'stvo ``Nauka''
03661237	Boletim do Museu e Laborato%Ario Mineralo%Agico e Geolo%Agico da Faculdade de Cie%Dncias da Universidade de Lisboa	Lisbon, Portugal	Univ. Lisboa, Fac. Cie%Dnc., Mus. Lab. Mineral. Geol.
03661318	Byulleten' Moskovskogo Obshchestva Ispytaleley Prirody, Otdel Geologicheskiy	Moscow, USSR	Izdatel'stvo Moskovskogo Universiteta
03661326	Bulletin Mensuel de la Socie%Ate%A Linne%Aenne de Lyon.	Lyon, France	Socie%Ate%A Linne%Aenne de Lyon.
03662101	Boletim da Sociedade Geolo%Agica de Portugal	Lisbon, Portugal	Sociedade Geolo%Agica de Portugal.
03662241	Bollettino del Servizio Geologico d'Italia	Rome, Italy	Servizio Geologico d'Italia
03663469	Bulletin de la Socie%Ate%A Neucha%Dteloise des Sciences Naturelles	Neucha%Dtel, Switzerland	Socie%Ate%A Neucha%Dteloise des Sciences Naturelles
03663477	Bulletin de la Socie%Ate%A d'Histoire Naturelle de Toulouse.	Toulouse, France	Faculte%A des Sciences de l'Universite%A de Toulouse.
03663566	Buletinul Societa%Rt%Bii de S%Btiint%Be Geologice din R. S. Roma%Dnia	Bucharest, Romania	Societa%Rtea de S%Btiint%Be Geologice din Republica Socialista%R Roma%Dnia
03664198	Bulletin of the Geological Survey of Great Britain	London, England	Institute of Geological Sciences
03664392	Bulletin du Muse%Ae d'Histoire Naturelle de Marseille	Marseille, France	Imprimerie Municipale
03665232	Caldasia	Bogota%A, Colombia	Instituto de Ciencias Naturales. Museo de Historia Natural de la Universidad Nacional de Colombia
03665933	Chigaku Kenkyu%N = Geoscience Magazine	Kyoto, Japan	Nippon Chigakukenkyu-kai
03666611	Chikyu%N Kagaku = Earth Science. Journal of the Association of the Geological Collaboration of Japan	Tokyo, Japan	Association of the Geological Collaboration of Japan
03667634	Colloques Internationaux du Centre National de la Recherche Scientifique	Paris, France	E%Aditions du Centre National de la Recherche Scientifique
03668681	Doklady Bolgarskoy Akademii Nauk = Comptes Rendus de l'Acade%Amie Bulgare des Sciences	Sofia, Bulgaria	Izdatelstvo na Bu%Rlgarskata Akademiya na Naukite
0366872X	Decheniana -- Verhandlungen des Naturhistorischen Vereins der Rheinlande und Westfalens	Bonn, FRG	Naturhistorischer Verein der Rheinlande und Westfalens
03670449	Estudios Geolo%Agicos	Madrid, Spain	Instituto de Investigaciones Geolo%Agicas ``Lucas Mallada''
03672697	Fragmenta Mineralogica et Palaeontologica	Budapest, Hungary	Terme%Aszettudoma%Anyi Mu%Azeum
03674290	Geologicheskiy Zhurnal. [Russian edition of Heolohichnyy Zhurnal)	Kiev, USSR	Akademiya Nauk URSR
03674983	Glasnik Prirodnjac%Jkog Muzeja u Beogradu, Serija A: Geolos%Jke Nauke	Belgrade, Yugoslavia	Prirodnjac%Jki Muzej.
03682307	Jahreshefte der Gesellschaft fu%Fr Naturkunde in Wu%Frttemberg	Stuttgart, Germany	Gesellschaft fu%Fr Naturkunde in Wu%Frttemberg, e. V.
0368489X	Annalen -- Koninklijk Museum voor Midden-Afrika	Tervuren, Belgie	Reeks in 8o, Geologische Wetenschappen. Annales -- Mus. R. Afrique Centrale, Tervuren, Belgique, Ser. 8o, Sci. Geol.
03689654	Mu%Fnstersche Forschungen zur Geologie und Pala%Fontologie	Mu%Fnster, Germany	Verein der Geologie-Studenten in Mu%Fnster e. V.
03689751	Magyar A%Allami Fo%Fldtani Inte%Azet E%Avi Jelente%Ase = Annual Report of the Hungarian State Geological Institute	Budapest, Hungary	Mu%Fszaki Ko%Fnyvkiado
03689824	Mededelingen Rijks Geologische Dienst (Netherlands)	Haarlem, The Netherlands	Rijks Geologische Dienst.
03689840	Magyar A%Allami Fo%Fldtani Inte%Azet E%Avko%Fnyve = Annales Instituti Geologici Publici Hungarici	Budapest, Hungary	Magyar A%Allami Fo%Fldtani Inte%Azet.
0368993X	Memorie degli Istituti di Geologia e Mineralogia dell' Universita%C di Padova	Padua, Italy	Universita%C di Padova
03690016	Mitteilungen aus dem Geologisches Staatsinstitut, Hamburg	Hamburg, Germany	Geologisches Institut der Universita%Ft Hamburg.
03690024	Memoirs of the Geological Survey of India	Calcutta, India	Geological Survey of India
03690857	Mitteilungen der Abteilung fu%Fr Geologie, Pala%Fontologie und Bergbau am Landesmuseum Joanneum	Graz, Austria	Landesmuseum Joanneum
03691136	Mitteilungen des Naturwissenschaftlichen Vereines fu%Fr Steiermark	Graz, Austria	Naturwissenschaftlicher Verein fu%Fr Steiermark.
03691748	Notes et Me%Amoires du Service Ge%Aologique (Morocco)	Rabat, Morocco	E%Aditions du Service Ge%Aologique du Maroc.
03695034	Nova Acta Leopoldina. Abhandlungen der Deutschen Akademie der Naturforscher Leopoldina. Neue Folge	Halle/Saale, Germany	.
0369514X	Notizblatt des Hessischen Landesamtes fu%Fr Bodenforschung	Wiesbaden, Germany	Hessisches Landesam fu%Fr Bodenforschung
03695417	Skrifter -- Norsk Polarinstitutt	Oslo, Norway	Norsk Polarinstitutt
03696243	Natura. Rivista di Scienze Naturali	Milan, Italy	Societa%C Italiana di Scienze Naturali, Museo Civico di Storia Naturale di Milano, Acquario Civico di Milano
03698963	Periodico di Mineralogia	Rome, Italy	Dipartimento Scienze della Terra Universita%C degli Studi ``La Sapienza''
03699846	Proceedings of the Imperial Academy (Tokyo) = Teikoku Gakushi-in Kiji	Tokyo, Japan	The Imperial Academy
03700046	Proceedings of the Indian National Science Academy, Part A, Physical Sciences	New Delhi, India	Indian National Science Academy
0370047X	Proceedings of the Linnean Society of New South Wales	Sydney, Australia	Linnean Society of New South Wales
03700623	Memoria -- Servicos Geologicos de Portugal	Lisbon, Portugal	Servicos Geologicos de Portugal.
03702952	The Quarterly Journal of Microscopical Science. Series 3	Oxford, England	Clarendon Press for the Company of Biologists, Ltd.
03703878	Records of the Canterbury Museum	Christchurch, New Zealand	Canterbury Museum Trust Board
03704467	REM, Revista da Escola de Minas	Ouro Preto, Brazil	Escola de Minas
03705226	Records of the Geological Survey of India	Calcutta, India	Geological Survey of India
03706559	Bulletin -- Royal Society of New Zealand	Wellington, New Zealand	The Royal Society of New Zealand
03707407	Rendiconti della Societa%C Mineralogica Italiana	Milan, Italy	Museo Civico di Storia Naturale.
03707415	Revista de la Sociedad Mexicana de Historia Natural	Mexico, D.F., Mexico	Sociedad Mexicana de Historia Natural
03709892	Me%Amoires de la Socie%Ate%A Ge%Aologique et Mine%Aralogique de Bretagne	Rennes, France	Socie%Ate%A Ge%Aologique et Mine%Aralogique de Bretagne
03709957	Studia Geolo%Agica Salmanticensia	Salamanca, Spain	Universidad de Salamanca.
03712516	Search. The Journal of the Australian and New Zealand Association for the Advancement of Science	Sydney, Australia	Australian and New Zealand Association for the Advancement of Science
